Collector ID,ID,Species,Leaf,Seeds,Cap,Photo,Herb,Date,Lat N,Long E,Altitude,Notes,Ø cap,h cap,Ø inv,h inv,Ø stem,Ø syn,h syn,Ø stem syn,Cap/Stem
LP474,FR450,Senecio ovatus,X,X,X,X,X,,44.67046,6.23971,1052,,18.52,13.42,4.8,7.25,,180,280,,139
LP475,FR451,Doronicum sp,X,X,X,X,X,,44.72252,6.31779,2553,,64.11,20.92,47.70 (16.61),17.14 (8.36),,,,,1
LP476,FR452,Achillea nana,X,,X,X,X,,44.72252,6.31779,2553,,11.41,7.55,6.28,4.79,,21.76,14.61,,8
LP477,FR453,Erigeron uniflorus,X,,X,,X,,44.72252,6.31779,2553,,,,,,,,,,
LP478,FR454,Leucanthemopsis alpina,X,X,,,X,,44.72252,6.31779,2553,,,,,,,,,,
LP479,FR455,Taraxacum sp,X,X,X,,X,,44.72252,6.31779,2553,,,,,,,,,,
LP480,FR456,Saxifraga,,,,,,,44.72252,6.31779,2553,,,,,,,,,,
LP481,FR457,Cirsium spinosissimus,X,,,,,,44.72252,6.31779,2553,,,,,,,,,,
LP482,FR458,Solidago virgaurea alpestris,X,X,,,X,,44.72252,6.31779,2553,,,,,,,,,,
LP483,FR459,Senecio doronicum,X,X,,,,,44.72351,6.31857,2607,,,,,,,,,,
LP484,FR460,Jacobaea incana,X,X,X,X,X,,44.72422,6.31918,2625,,8.77,8.28,2.66,4.73,,22.52,21.88,,9
LP485,FR461,Jacobaea incana,X,,,,,,44.72573,6.32062,2648,,,,,,,,,,
LP486,FR462,Aster alpinus,X,,,,X,,44.72623,6.32373,2678,,,,,,,,,,
LP487,FR463,Senecio doronicum,X,,,,,,44.72623,6.32373,2678,,,,,,,,,,
LP488,FR464,Antennaria dioica,X,,,,,,44.72623,6.32373,2678,,,,,,,,,,
LP489,FR465,Achillea nana,X,X,,,,,44.72623,6.32373,2678,,,,,,,,,,
LP490,FR466,Antennaria carpatica,X,,X,X,X,,44.72623,6.32373,2678,,7.42,13.05,7.42,7.4,,15.43,15.46,,2
LP491,FR467,Hieracium sp,X,,X,X,X,,44.72623,6.32373,2678,,24.29,17.35,12.04,10.05,,,,,1
LP492,FR468,Scorzoneroides helvetica?,X,,X,X,X,,44.72623,6.32373,2678,,27.74,24.33,7.9,10.6,,,,,1
LP493,FR469,Homogyne alpina,X,X,,,,,44.72731,6.32338,,,,,,,,,,,
LP494,FR470,Leontodon sp,X,X,,,,,44.72731,6.32338,,,,,,,,,,,
LP495,FR471,Doronicum sp,,X,,,,,44.72993,6.32625,2683,,,,,,,,,,
LP496,FR472,Senecio doronicum,X,,,,,,44.72993,6.32625,2683,,,,,,,,,,
LP497,FR473,Homogyne alpina,,X,,,,,44.72324,6.3443,2463,,,,,,,,,,
LP498,FR474,Senecio doronicum,X,,,,,,44.72324,6.3443,2463,,,,,,,,,,
LP499,FR475,Senecio doronicum,X,,,,,,44.72992,6.32625,2431,,,,,,,,,,
LP500,FR476,Senecio doronicum,X,,,,,,44.72099,6.34373,2429,,,,,,,,,,
LP501,FR477,,,,,,,,,,,Missed number: no collection associated,,,,,,,,,
LP502,FR478,Senecio doronicum,X,,,,,,44.72046,6.34202,2415,,,,,,,,,,
LP503,FR479,Senecio doronicum,X,X,,,,,44.72046,6.34202,2415,,,,,,,,,,
LP504,FR480,Catananche caerulea,X,X,X,X,X,,44.5716,6.37908,1204?,,46.53,44.41,19.28 (13.10),21.56,,210,280,,2
LP505,FR481,Echinops ritro,X,X,X,X,X,,44.5716,6.37908,1204?,Synflorescence measures: multiple synflorescences (single spherical synflorescence),,,,,,160 (46.68),260,,8 syn
LP506,FR482,Senecio doronicum,X,X,,,,,44.57619,6.33727,2076,,,,,,,,,,
LP507,FR483,Hieracium humile,X,,,,X,,44.57639,6.3365,2114,,,,,,,,,,
LP508,FR484,Doronicum sp,X,X,,,X,,44.58065,6.33232,2249,,,,,,,,,,
LP509,FR485,Senecio doronicum,X,X,,,,,44.58065,6.33232,2249,,,,,,,,,,
LP510,FR486,Bellis sylvestris,X,,X,X,X,,44.57913,6.32992,2322,,30.12,10.01,10.18,6.63,,,,,1
LP511,FR487,Galinsoga quadriradiata,X,X,X,X,X,,,,,,5.29,4.61,2.99,3.31,,110 (91),105 (67),,20 (9)
LP512,FR488,Erigeron bonariensis,X,,X,X,X,,,,,,6.12,5.45,6.12,4.87,,21.94,57.47,,32
LP513,FR489,Senecio viscosus,X,X,X,X,X,,44.34648,6.2931,1610,,14.21,11.99,4.59,8.61,,250 (55),450 (55),,145 (6)
LP514,FR490,Arctium minus,X,X,X,X,X,,44.35742,6.95305,1836,,21.39,2279,21.39,15.39,,850 (75),1300 (145),,299 (12)
LP515,FR491,Achillea millefolium,X,,,,,,44.35742,6.95305,1836,,,,,,,,,,
LP516,FR492,Erigeron schleicheri,X,X,X,X,X,,44.35742,6.95305,1836,,7.62,10.26,5.44,7.06,,60.96,120.79,,16
LP517,FR493,Cyanus montanus,X,X,,,X,,44.35498,6.95723,1879,"Maybe mixed bags (with Cyanus triumfetti?). Two bags, collected in slightly different places",,,,,,,,,
LP518,FR494,Crepis,X,X,X,X,X,,44.35498,6.95723,1879,,46.45,28.15,15.64,13.31,,47.33,69.94,,2
LP519,FR495,Crepis,X,,X,X,X,,44.35498,6.95723,1879,"the flowers were closed, capitulum measurement according to photo",12.92,21.74,11.82,11.64,,180,240,,22
LP520,FR496,Solidago virgaurea alpestris,X,X,,,X,,44.35498,6.95723,1879,,,,,,,,,,
LP521,FR497,Hieracium,X,X,X,X,X,,44.35498,6.95723,1879,found a bigger synflorescence later. The first small one is in brackets,24.08,16.94,9.84,8.13,,95 (66.61),150 (93.16),,59 (6)
LP522,FR498,Centaurea uniflora nervosa,X,,,,X,,44.35498,6.95723,1879,,,,,,,,,,
LP523,FR499,Scorzoneroides,X,X,X,X,X,,44.35498,6.95723,1879,,35.16,23.89,12.77,11.73,,,,,1
LP524,FR500,Hieracium villosum,X,X,,,X,,44.35271,6.95888,1904,key not 100% sure,,,,,,,,,
LP525,FR501,Pilosella peleteriana,X,X,,,X,,44.35271,6.95888,1904,,,,,,,,,,
LP526,FR502,Erigeron,X,,X,X,X,,44.34199,6.94715,1992,,14.07,13.22,8.67,8.02,,54.81,106.44,,4
LP527,FR503,Achillea erba-rotta erba-rotta,X,X,X,X,X,,44.34199,6.94715,1992,,9.25,5.88,2.84,4,,20.43,13.88,,4
LP528,FR504,? (Erigeron?),X,X,,,,,44.34076,6.94718,2035,,,,,,,,,,
LP529,FR505,Hieracium pseudocerinthe,X,,,,X,,44.34076,6.94718,2035,,,,,,,,,,
LP530,FR506,Erigeron schleicheri,X,,X,X,X,,44.34076,6.94718,2035,"inv diam, one of the bracts open, possible artefact",12.95,9.92,8.46 (8.92),7.07,,25.15,91.46,,2
LP531,FR507,Leucanthemum coronopifolium,X,X,X,X,X,,44.34076,6.94718,2035,,39.28,10.43,13.53,4.67,,,,,1
LP532,FR508,Hieracium metallicorum,X,X,X,X,X,,44.3397,6.94757,2037,,29.35,16.63,10.18,9.1,,56,59.74,,4
LP533,FR509,Erigeron acris acris,X,,X,X,X,,44.3397,6.94757,2037,,14.62,8.93,7.35,5.26,,47.19,51,,4
LP534,FR510,Achillea roseoalba,,,,,,,44.3397,6.94757,2037,,4.89,5.23,1.92,2.5,,103 (61),89 (44),,248 (74)
LP535,FR511,Artemisia absinthium,X,,,,X,,44.35942,6.95466,,,,,,,,,,,
LP536,FR512,Saxifraga,,,,,,,44.31094,6.45032,2029,,,,,,,,,,
LP537,FR513,Adenostyles leucophylla,X,X,X,X,X,,44.30975,6.45543,2117,,18.08,21.14,3.98,7.89,,115 (115),220 (50),,89 (56)
LP538,FR514,Leucanthemum coronopifolium,X,X,,,X,,44.30975,6.45543,2117,,,,,,,,,,
LP539,FR515,Doronicum grandiflorum,X,X,,,,,44.30914,6.45588,2147,,,,,,,,,,
LP540,FR516,Pilosella glacialis,X,,X,X,X,,44.30914,6.45588,2147,possible hybrid,,,,,,23.38,17.5,,3
LP541,FR517,Hieracium oblongum,X,,X,X,X,,44.30914,6.45588,2147,,29.64,15.77,5.82,10.05,,57.95,66.85,,3
LP542,FR518,Adenostyles alpina,X,,X,X,X,,44.049,6.45916,2297,,10.05,17.17,2.7,7.5,,140 (90),290 (180),,115 (88)
LP543,FR519,Crepis pygmaea,X,,,,X,,44.049,6.45916,2297,,,,,,,,,,
LP544,FR520,Solidago canadensis,X,?,X,X,X,,44.37244,6.31362,997,,6.68,8.41,1.94,3.4,,"145 (74,06)","185 (71,84)",,450 (135)
LP545,FR521,Cirsium morisianum,X,,X,X,X,,44.35559,6.29353,1440,"Ø cap with leaves 138,32",62.94,58.34,62.97,32.62,,285,500,,6
LP546,FR522,Inula helvetica,X,,X,X,X,,44.35559,6.29353,1440,,21.86,13.14,13.84,6.35,,"115 (58,20)","190 (58,52)",,38 (6)
LP547,FR523,Arctium minus,,X,,,,,44.35559,6.29353,1440,,,,,,,,,,
LP548,FR524,Cirsium vulgare,X,X,X,X,X,,44.35559,6.29353,1440,,35.06,49.58,35.06,33.45,,260,640,,16
LP549,FR525,Cirsium tuberosum,X,X,X,X,X,,44.35538,6.29001,1289,,31.55,31.66,9.93,12.88,,230,560,,5
LP550,FR526,Solidago virgaurea alpestris,X,,X,X,X,,44.35538,6.29001,1289,,11.48,11.96,4.54,6.82,,115 (78),280 (111),,100 (43)
LP551,FR527,Prenantes purpurea,X,X,X,X,X,,44.35538,6.29001,1289,,10.51,19.78,2.83,11.45,,40.56,86.28,,10
LP552,FR528,Buphthalmum salicifolium,X,X,,,X,,44.35538,6.29001,1289,,,,,,,,,,
LP553,FR529,Hieracium sp,X,,X,X,X,,44.34747,6.29515,1590,,26.98,15.44,4.16,7.57,,95,114,,17
LP554,FR530,Tanacetum vulgare,X,,,,,,45.06417,6.40772,2623,Id by Rolland Douzet,,,,,,,,,
LP555,FR531,Aster alpinus,X,X,,,X,,45.06417,6.40772,2623,Id by Rolland Douzet,,,,,,,,,
LP556,FR532,Scorzoneroides montana,X,,,,X,,45.06417,6.40772,2623,Id by Rolland Douzet,,,,,,,,,
LP557,FR533,Artemisia genipi,X,,X,X,X,,45.06417,6.40772,2623,Id by Rolland Douzet,3.41,5.3,3.41,4.13,,8.76,17.74,,25
LP558,FR533B,Artemisia genipi,X,,,,X,,45.06417,6.4024,2601,Id by Rolland Douzet,,,,,,,,,
LP559,FR534,Leontopodium nivale alpino,X,,,,,,45.06417,6.40772,2623,Id by Rolland Douzet,,,,,,,,,
LP560,FR535,Saussurea alpina,X,,X,X,X,,45.06417,6.40772,2623,Id by Rolland Douzet,24.92,28.72,9.48,16.06,,52.51,"59,79 (39,87)",,15 (9)
LP561,FR536,Doronicum grandiflorum,X,X,,,,,45.06417,6.40772,2623,Id by Rolland Douzet,,,,,,,,,
LP562,FR537,Solidago virgaurea alpestris,X,,X,X,X,,45.06417,6.40772,2623,Id by Rolland Douzet,18.89,13.92,6.33,6.76,,24.09,26.46,,4
LP563,FR538,Leucanthemopsis alpina,X,X,,,X,,45.06417,6.40772,2623,Id by Rolland Douzet,,,,,,,,,
LP564,FR539,Achillea nana,X,X,,,X,,45.06417,6.40772,2623,Id by Rolland Douzet,,,,,,,,,
LP565,FR540,Erigeron uniflorus,X,X,,,X,,45.06417,6.40772,2623,Id by Rolland Douzet,,,,,,,,,
LP566,FR541,Leucanthemum adustum,X,,,,X,,45.06417,6.40772,2623,Id by Rolland Douzet,,,,,,,,,
LP567,FR542,Taraxacum obovatum,X,,,,X,,45.06417,6.40772,2623,,,,,,,,,,
LP568,FR543,Taraxacum sp,X,X,X,?,X,,45.06417,6.40772,2623,,,,,,,,,,
LP569,FR544,Adenostyles leucophylla,X,,,,,,,,,Id by Rolland Douzet,,,,,,,,,
LP570,FR545,Pilosella lactucella,X,,X,X,X,,45.06417,6.4024,2601,Id by Rolland Douzet,23.63,13.7,9.46,7.57,,23.63,17.21,,2
LP571,FR546,Crepis aurea,X,,,,X,,45.06417,6.4024,2601,Id by Rolland Douzet,,,,,,,,,
LP572,FR547,Homogyne alpina,X,X,,,,,45.06417,6.4024,2601,,,,,,,,,,
LP573,FR548,Jacobea incana,X,,,,,,45.06417,6.4024,2601,Id by Rolland Douzet,,,,,,,,,
LP574,FR549,Leucanthemopsis alpina,X,,,,,,45.06417,6.4024,2601,,,,,,,,,,
LP575,FR550,Hieracium piliferum,X,,X,,,,45.06417,6.4024,2601,Id by Rolland Douzet,,,,,,,,,
LP576,FR551,Hieracium glanduliferum,X,,X,,X,,45.06417,6.4024,2601,Id by Rolland Douzet,,,,,,,,,
LP577,FR552,Gnaphalium supinum,X,X,X,X,X,,45.06417,6.4024,2601,Id by Rolland Douzet,2.66,6.34,2.66,5.13,,7.96,14.34,,3
LP578,FR553,Gnaphalium hoppeanum,X,X,X,X,X,,45.06417,6.4024,2601,Id by Rolland Douzet,3.31,6.58,3.31,4.94,,11.34,13.94,,9
LP579,FR554,Pilosella glacialis,X,,X,X,X,,45.06417,6.4024,2601,Id by Rolland Douzet,16.61,12.11,7.07,6.1,,29.89,19.49,,4
LP580,FR555,Pilosella sp,X,,X,X,X,,45.06417,6.4024,2601,,22.61,14.04,9.09,7.19,,34.84,25.69,,7
LP581,FR556,Scorzoneroides helvetica,X,,X,,X,,45.06417,6.4024,2601,"Id by Rolland Douzet, take photo and measure if necessary",,,,,,,,,
LP582,FR557,Antennaria carpatica,X,,,,,,45.06417,6.4024,2601,Id by Rolland Douzet,,,,,,,,,
LP583,FR558,Taraxacum sp,X,,X,X,X,,45.06417,6.4024,2601,,42.22,21.6,"18,56 (12,45)",17.27,,,,,1
LP584,FR559,Taraxacum cucculatum,X,,X,X,X,,45.06417,6.4024,2601,,27.89,16.32,"19,01 (12,08)",11.68,,,,,1
LP585,FR560,Hiaracium armeriacum ?,X,,X,,,,,,,,16.03,14.63,6.75,9.97,,34.11,61.82,,2
LP586,FR561,Centaurea leucophaea,X,,X,X,,,,,,Id by Rolland Douzet,30.27,24.2,6.72,11.15,,180,300,,32
LP587,FR562,Jacobaea erucifolia,X,,X,X,,,,,,Id by Rolland Douzet,15.22,11.54,4.05,5.72,,195,245,,143
LP588,FR563,Xeranthemum inapertum,X,,X,X,,,,,,Id by Rolland Douzet,11.56,14.35,11.56,14.35,,?,?,,?
LP589,FR564,Artemisia atrata,,,X,,,,,,,"Id by Rolland Douzet, take photo and measure",,,,,,,,,
LP590,FR565,Artemisia chamaemelifolia,,,X,,,,,,,"Id by Rolland Douzet, take photo and measure",,,,,,,,,
LP591,FR566,Filago arvensis,X,,X,,,,,,,"Id by Rolland Douzet, Take photo and measure single capitulum",,,,,,28.98,"121,32?",,103?
LP592,FR567,Cirsium heterophyllum,X,X,X,X,X,,45.03308,6.39406,1908,,48.23,48.77,22.24,23.87,,,,,
LP593,FR568,Artemisia verlotoirum,X,,X,,X,,45.04589,6.32922,1590,Take photo and measure single capitulum,,,,,,350,820,,17100
LP594,FR569,Artemisia abrotanifolius,X,,X,,X,,45.04424,6.28517,1407,Take photo and measure single capitulum; immature synflorescence,,,,,,60,125,,37
LP595,FR570,Artemisia campestris,X,,X,,X,,45.04424,6.28517,1407,Take photo and measure single capitulum,,,,,,320,850,,6664
LP596,FR571,Senecio ovatus,X,X,X,X,X,,45.0415,6.28388,1380,,23.02,12.08,1.69 (3.53),6.5,,315,300,,384
LP597,FR572,Hieracium prenantoides,X,X,X,X,X,,45.0415,6.28388,1380,,27.49,19,7.35,9.01,,130,141,,26
LP598,FR573,Tripleurospermum inodorum,X,X,,,,,45.04315,6.33186,1596,,,,,,,,,,
LP599,FR574,Lactuca serriola,X,,X,,X,,45.04315,6.33186,1596,Take photo and measure single capitulum,,,,,,230,570,,225
LP600,FR575,Senecio adonifolius,X,,X,X,X,,,Lautaret,,,15.06,11.01,3.18,6.34,,48.58,99.39,,34
LP601,FR576,Senecio squalidus rupestris,X,X,X,X,X,,,Lautaret,,,24.49,11.61,4.51,7.91,,48.54 (98),200 (200),,69 (25)
LP602,FR577,Hieracium sp1,X,X,X,X,X,,,Lautaret,,,48.71,19.94,12.74 (14.87),12.55,,220,570,,8
LP603,FR578,Hieracium amplexicaule,X,,X,X,X,,,Lautaret,,,36.4,17.04,14.87 (5.80),10,,165,175,,22
LP604,FR579,Achillea oxyloba,X,,X,X,X,,,Lautaret,,,7.58,7.68,3.04,5.08,,52 (55.40),43 (46.45),,67 (211)
LP605,FR580,Hieracium sp2,X,X,X,X,X,,,Lautaret,,,32.61,18.93,16.11 (7.09),12.01,,275,260,,23
LP606,FR581,Doronicum austriacum,X,X,X,X,X,,,Lautaret,,,59.4,14.68,28.04,7.32,,155,260,,7
LP607,FR582,Hieracium valdepilosum,X,X,X,X,X,,,Lautaret,,,39.65,21.2,11.96 (8.08),9.74,,115,195,,13
LP608,FR583,Hypochaeris sp,X,X,X,X,X,,,Lautaret,,,47.97,26.77,9.8,13.45,,175,230,,3
LP609,FR584,Lactuca alpina,X,X,,,X,,,Lautaret,,,,,,,,,,,
LP610,FR585,Cirsium montanum,X,X,X,X,X,,,Lautaret,,,58.03,41.05,19.26 (64.27),20.14,,300,420,,6
LP611,FR586,Cirsium pubigerum,X,X,X,X,X,,,Lautaret,,not a species of the Alps,33.83,33.13,13.77 (58.66),16.77 (41.95),,115,185,,6
LP612,FR587,Anthemis arvensis,X,,X,X,X,,,Lautaret,,,38.44,9.62,14.19,2.74,,,,,
LP613,FR588,Centaurea phrigia,X,,X,,,,,Lautaret,,take photo and measurement,,,,,,,,,
LP614,FR589,Senecio ovirensis gaudinii,X,X,,,,,,Lautaret,,,,,,,,,,,
LP615,FR590,Senecio abrotanifolius abrotanifolius,X,,,,,,,Lautaret,,,,,,,,,,,
LP616,FR591,Cirsium carniolicum carniolicum,?,X,,,,,,Lautaret,,,,,,,,,,,
LP617,FR592,Achillea clavenae,X,,,,,,,Lautaret,,check with FR579,,,,,,,,,
LP618,FR593,Senecio subalpinus,X,X,,,,,,Lautaret,,Check with FR594,,,,,,,,,
LP619,FR594,Senecio cordatus,X,X,X,X,X,,,Lautaret,,,34.31,12.83,8.64,5,,85,160,,23
LP620,FR595,Gnaphalium uliginosum,X,,X,,X,,,Lautaret,,take photo and measurement,,,,,,,,,
LP621,FR596,Petasites paradoxus,X,,,,X,,,Lautaret,,,,,,,,,,,
LP622,FR597,Hieracium tomentosum,X,,X,X,,,,Lautaret,,syn hieracium lanosum?,40.03,26.1,15.58,11.4,,50,59,,2
LP623,FR598,Saussurea discolor,X,X,X,X,X,,,Lautaret,,,22.74,24.12,7.2,11.42,,35.47,40.68,,5
LP624,FR599,Carduus personata,X,X,,,,,,Lautaret,,,,,,,,,,,
LP625,FR600,Ligularia sibirica,X,,X,X,,,,Lautaret,,,20.36,17.16,4.94,7.24,,95,365,,219
LP626,FR601,Senecio doronicum,X,,X,,,,44.06522,6.40574,2678,,58.52,21.26,12.26,12.75,,,,,
LP627,FR602,Cirsium monspessulanum,X,,,,,,44.85825,6.57948,1257,,,,,,,,,,
LP628,FR603,Centaurea leucophaea,X,X,,,X,,44.85933,6.58506,1233,,,,,,,150,235,,17
LP629,FR604,Calendula arvensis,X,X,,,X,,44.85933,6.58506,1233,,,,,,,,,,
LP630,FR605,Artemisia chamaemelifolia,X,,,,X,,44.85933,6.58506,1233,,,,,,,110,470,,2496
LP631,FR606,Carlina vulgaris,X,,X,X,X,,44.86083,6.58783,1201,,28.69 (53.41),18.75 (34.25),28.69 (53.41),18.75 (34.25),,115,120,,4
LP632,FR607,Carlina acanthifolia,X,,,,,,44.86083,6.58783,1201,,116.25,71.4,116.25,71.4,,,,,
LP633,FR608,Cota tinctoria,X,X,X,X,X,,44.86288,6.58887,1215,,33.21,9.44,15.82,4.08,,90,130,,3
LP634,FR609,Achillea ageratum,X,,X,X,X,,44.8622,6.58772,1222,,3.64,5.16,1.94,4.05,,31.73,17.28,,221
LP635,FR610,Achillea setacea,X,,X,X,X,,44.8622,6.58772,1222,,4.49,7.06,2.33,4.17,,63.49,53.27,,218
LP636,FR611,Cirsium eriophorum,X,,X,X,X,,44.901029,6.654416,1327,GPS coordinate extracted from Gmaps,41.4,54.65,41.4,34.98,,165,340,,8
LP637,FR612,Achillea millefolum,,X,,,,,,,,,,,,,,,,,
LP638,FR613,Adenostyles alliareae,,X,,,,,44.86218,6.58773,1583,,,,,,,,,,
LP639,FR614,Leucanthemum adustum,,X,,,,,44.86218,6.58773,1583,,,,,,,,,,
LP640,FR615,Inula helvetica,,X,,,,,44.35559,6.29353,1440,,,,,,,,,,
LP641,FR616,Carlina acaulis caulescens,,X,,,,,44.86218,6.58773,1583,,,,,,,,,,
LP642,FR617,Cirsium acaule,X,X,X,X,,,44.3419,6.2941,1716,,44.01,48.39,18.22,22.67,,,,,1
LP643,FR618,Cirsium eriophorum eriophorum,X,X,X?,,,,44.3419,6.2941,1716,,,,,,,,,,
LP644,FR619,Cisrium vulgare,,X,,,,,,,,,,,,,,,,,
LP645,FR620,Senecio viscosus,,X,,,,,44.34648,6.2931,1610,,,,,,,,,,
LP646,FR621,Crepis vesicaria taraxicifolia,,X,,,,,44.34665,6.29747,1607,,,,,,,,,,
LP647,FR622,Tanacetum vulgare,,X,,,,,44.37244,6.31362,997,,,,,,,,,,
LP648,FR623,Tripleurospermum inodorum,,X,,,,,,,,,,,,,,,,,
LP649,FR624,Cota tinctoria tinctoria,X,X,X,X,X,,44.298244,6.568403,,,,,,,,,,,
LP650,FR625,Leucanthemum coronopifolium,X,,,,,,44.24644,6.70512,2249,,,,,,,,,,
LP651,FR626,Senecio doronicum,X,X,,,,,44.25249,6.71275,2345,,,,,,,,,,
LP652,FR627,Senecio doronicum,X,X,,,,,44.25315,6.71517,2405,,,,,,,,,,
LP653,FR628,Doronicum grandiflorum,X,X,,,,,44.25411,6.71406,2428,,,,,,,,,,
LP654,FR629,Adenostyles leucophylla,X,X,,,,,44.25411,6.71406,2428,,,,,,,,,,
LP655,FR630,Achillea nana,X,X,,,X,,44.25411,6.71406,2428,,,,,,,,,,
LP656,FR631,Adenostyles alpina,X,X,,,X,,44.25411,6.71406,2428,,,,,,,,,,
LP657,FR632,Solidago virgaurea alpestirs,X,,,,X,,44.25411,6.71406,2428,,,,,,,,,,
LP658,FR633,Aster alpinus,,X,,,,,44.25411,6.71406,2428,,,,,,,,,,
LP659,FR634,Leucanthemum coronopifolium,,X,,,,,44.25411,6.71406,2428,,,,,,,,,,
LP660,FR635,Leucanthemopsis alpina,X,X,,,X,,44.26045,6.70982,2754,,,,,,,,,,
LP661,FR636,Artemisia umbelliformis,X,X?,,,X,,44.2609,6.71199,2814,,,,,,,,,,
LP662,FR637,Saussurea alpina,X,X,,,X,,44.26424,6.7029,2951,,,,,,,,,,
LP663,FR638,Leucanthemopsis alpina pseudotomentosa,X,,X,X,X,,44.26269,6.70966,2873,,27.7,13.43,8.28,5.73,,,,,1
LP664,FR639,Taraxacum sp,X,,,,X,,44.26269,6.70966,2873,,,,,,,,,,
LP665,FR640,Erigeron uniflorus,X,,,,X,,44.26269,6.70966,2873,,,,,,,,,,
LP666,FR641,-,,,,,,,,,,"No collection associated, empty",,,,,,,,,
LP667,FR642,Gnaphalium hoppeanum,X,X,,,X,,44.25952,6.71632,2692,,,,,,,,,,
LP668,FR643,Cirsium spinosissimus,,x,,,,,44.25952,6.71632,2692,,,,,,,,,,
LP669,FR644,Crepis pygmaea,X,X?,,,,,44.25936,6.71471,2675,,,,,,,,,,
LP670,FR645,Antennaria dioica,X,X,,,,,44.24774,6.7154,2355,,,,,,,,,,
LP671,FR646,Leucanthemopsis alpina,X,X,,,X,,44.2892,6.61178,2338,,,,,,,,,,
LP672,FR647,Saussurea alpina,X,X,,,,,44.29436,6.61896,2539,,,,,,,,,,
LP673,FR648,?,,,,,,,44.29436,6.61896,2539,,,,,,,,,,
LP674,FR649,Doronicum grandiflorum,X,X,,,,,44.28896,6.60467,2317,,,,,,,,,,
LP675,FR650,Leucanthemum coronopifolium,X,X,,,X,,44.28896,6.60467,2317,,,,,,,,,,
LP676,FR651,Cirsium spinosissimus,X,X,,,,,44.28896,6.60467,2317,,,,,,,,,,
LP677,FR652,Echinops sphareocephalus,X,,X,X,X,,44.3197,6.69477,1689,“Capitulum” measures refer to songle syncephalous inflorescence,49,46.31,,,,180,190,,5
LP678,FR653,Senecio doronicum,X,,,,,,44.3197,6.69477,1689,,,,,,,,,,
LP679,FR654,Senecio doronicum,X,,,,,,44.31719,6.690034,1662,,,,,,,,,,
LP680,FR655,Carlina vulgaris,X,,,,,,44.31719,6.690034,1662,,,,,,,,,,
LP681,FR656,Carlina vulgaris,X,,,,,,,,,,,,,,,,,,
LP682,FR657,Inula conyzae,X,,X,X,X,,44.31719,6.690034,1662,,7.6,11.85,7.6,7.17,,93.12,58.5,,22
LP683,FR658,Antennaria carpatica,X,X,,,,,44.26042,6.7396,2372,,,,,,,,,,
LP684,FR659,Leucanthemopsis alpina,X,,,,X,,44.26042,6.7396,2372,,,,,,,,,,
LP685,FR660,Gnaphalium supinum,X,X,,,X,,44.2584,6.73907,2354,,,,,,,,,,
LP686,FR661,Jacobaea incana incana,X,X,,,X,,44.25714,6.73808,2373,,,,,,,,,,
LP687,FR662,Jacobaea incana incana,X,X,,,X,,44.20259,7.1503,2349,,,,,,,,,,
LP688,FR663,Leucanthemopsis alpina pseudotomentosa,X,X,,,X,,44.20259,7.1503,2349,,,,,,,,,,
LP689,FR664,Senecio personii (J. incana),X,,X,X,X,,44.20338,7.1513,2354,,19.36,10.73,3.97,6.04,,28.16,37.59,,7
LP690,FR665,Leucanthemopsis alpina pseudotomentosa,X,,X,X,X,,44.20338,7.1513,2354,,25.71,10.85,10.42,6.51,,,,,1
LP691,FR666,Leucanthemum coronopifolium ceratophylloiodes,X,X,X,X,X,,44.20338,7.1513,2354,,50.03,11.42,14.52,1.3,,,,,1
LP692,FR667,Hieracium lantoscanum (sect Intybacea),X,X,X,X,X,,44.20338,7.1513,2354,,33.06,18.51,14.29,11.67,,125 (210),110 (265),,4 (14)
LP693,FR668,Achillea millefolium,X,,,,X,,44.20338,7.1513,2354,,,,,,,,,,
LP694,FR669,Antennaria dioica,X,X,,,X,,44.20338,7.1513,2354,,,,,,,,,,
LP695,FR670,Taraxacum sp,X,,X,X,X,,44.20338,7.1513,2354,,,,,,,,,,
LP696,FR671,Senecio doronicum,X,,,,,,44.20338,7.1513,2354,,,,,,,,,,
LP697,FR672,Jacobaea incana incana,X,X,,,X,,44.20487,7.1561,2465,,,,,,,,,,
LP698,FR673,Achillea erba-rotta erba-rotta,X,X,,,X,,44.20487,7.1561,2465,,,,,,,,,,
LP699,FR674,Saxifraga sp,,,,,,,44.20487,7.1561,2465,,,,,,,,,,
LP700,FR675,Leucanthemopsis alpina,X,,,,,,,,,,,,,,,,,,
LP701,FR676,Centaurea uniflora,X,X,,,,,,,,,,,,,,,,,
LP702,FR677,Leucanthemum adustum,X,X,,,,,44.20487,7.1561,2465,,,,,,,,,,
LP703,FR678,Gnaphalium supinum,X,X,,,X,,44.17535,7.1441,2338,,,,,,,,,,
