Collector ID,ID,Species,Leaf,Seeds,Cap,Photo,Herb,Date,Lat N,Long E,Altitude,Notes,Ø cap,h cap,Ø inv,h inv,Ø stem,Ø syn,h syn,Ø stem syn,Cap/Stem
LP1122,CH140,Artemisia absinthium,X,,X,X,X,22/08/2018,46.30733,7.87714,875,,4.01,3.52,3.22,2.24,0.37,380,550,4.42,2800
LP1123,CH141,Artemisia valesiaca,X,,,,,22/08/2018,46.30972,7.80617,702,"Another population at 46.30968 N, 7.80566 E, 697 m)",,,,,,,,,
LP1124,CH142,Centaurea vallesiaca,X,,X,X,X,22/08/2018,46.30989,7.80409,663,"Synflorescence measurements likely invalid, plant underwent cut",27.33,24.5,6.13,12.2,1.48,(89.83),(86.34),(3.05),(25)
LP1125,CH143,Centaurea vallesiaca,,X,,,,22/08/2018,46.26254,7.45034,517,,,,,,,,,,
LP1126,CH144,Tolpis staticifolia,X,,,,,23/08/2018,45.9899,7.7051,2614,,,,,,,,,,
LP1127,CH145,Leontodon croceus,X,X,X,X,X,23/08/2018,45.990062,7.704933,2025,,39.04,18.7,6.87,9.98,2.78,,,,
LP1128,CH146,Leontodon hispidus tenuiflorus,X,,,,X,23/08/2018,45.990062,7.704933,2025,,,,,,,,,,
LP1129,CH147,Artemisia glacialis,X,X,X,X,X,23/08/2018,45.98976,7.70472,2630,,4.22,5.42,2.84,3.73,0.66,7.78,17.07,0.91,6
LP1130,CH148,Achillea nana,X,X,,,,23/08/2018,45.98976,7.70472,2630,,,,,,,,,,
LP1131,CH149,Senecio doronicum,X,,,,,23/08/2018,45.98976,7.70472,2630,,,,,,,,,,
LP1132,CH150,Gnaphalium hoppeanum,X,X,,,,23/08/2018,45.9894,7.70332,2648,,,,,,,,,,
LP1133,CH151,Erigeron schleicheri,X,,X,X,X,23/08/2018,45.98814,7.69263,2835,,12.83,12.56,17.07,8.62,2.05,100.27,91.82,2.24,4
LP1134,CH152,Artemisia glacialis,X,,X,X,X,23/08/2018,45.98814,7.69263,2835,,2.85,5.96,4.8,3.76,1.18,15.28,81.09,1.43,11
LP1135,CH153,Crepis rhaetica,X,X,X,X,X,23/08/2018,45.98968,7.68665,2788,"Another population at 45.990890 N, 7.68582 E, 2758 m)",23.34,18.35,8.46,13.96,2.07,,,,
LP1136,CH154,Artemisia genipi,X,,,,,23/08/2018,45.98968,7.68665,2788,,,,,,,,,,
LP1137,CH155,Senecio doroniocum,X,,,,,23/08/2018,45.98862,7.69558,2814,,,,,,,,,,
LP1138,CH156,Carlina acaulis,X,,,,,23/08/2018,45.98989,7.70511,2627,,,,,,,,,,
LP1139,CH157,Gnaphalium luteoalbum,X,X,X,X,X,23/08/2018,46.26782,7.88036,752,,2.45,4.5,2.45,3.02,0.71,13.98,27.65,1.35,16
LP1140,CH158,Pulicaria dysenterica,X,X,X,X,X,24/08/2018,46.233941,7.33874,670,,26.32,7.89,10.68,4.09,1.38,310,280,3.52,27
LP1141,CH159,Inula conyzae,X,,X,X,X,24/08/2018,,,,,8.11,13.23,11.12,9.6,1.45,160,185,2.32,34
LP1142,CH160,Aster linosyris,X,,X,X,X,24/08/2018,46.27114,7.39629,1029,,9.46,12.66,5.72,4.66,1.15,9.46,23.64,0.76,7
LP1143,CH161,Xeranthemum annuum,X,X,X,X,X,24/08/2018,46.26741,7.3987,920,,28.58,17.45,10.91,8.77,1.29,125,184,1.22,3
LP1144,CH162,Cota tinctoria,X,X,,,,24/08/2018,46.26741,7.3987,920,,,,,,,,,,
LP1145,CH163,Achillea nobilis,X,X,X,X,X,24/08/2018,46.26204,7.477,538,,4.57,4.61,2.65,3.59,0.33,61.04,75.4,1.32,75
LP1146,CH164,Artemisia valesiaca,X,,X,X,X,24/08/2018,46.26176,7.47787,546,,,,,,,,,,
LP1147,CH165,Hieracium lawsonii,X,,,,X,24/08/2018,46.18626,8.09195,1187,,,,,,,,,,
LP1148,CH166,Hieracium bupleoroides,X,,,,X,24/08/2018,46.18626,8.09195,1187,,,,,,,,,,
LP1149,CH167,Crepis tectorum,X,X,X,X,X,28/08/2018,46.0448,8.9723,324,,11.96,7.29,2.63,4.33,0.37,84,275,1.3,42
LP1150,CH168,Artemisia annua,X,,,,,28/08/2018,46.04408,8.97431,337,,,,,,,,,,
LP1151,CH169,Centaurea splendens,X,X,X,X,X,28/08/2018,46.18729,8.99199,274,,33.53,25.44,10.61,13.52,1.76,290,360,3.7,52
LP1152,CH170,Tanacetum parthenium,X,X,X,X,X,29/08/2018,46.51995,8.69642,1356,"Another population at 46.51987 N, 8.69631 E, 1355 m",22.69,6.38,8.19,1.86,1.84,100,200,2.33,14
LP1153,CH171,Rhapontocum scariosum,X,X,,,X,29/08/2018,46.54982,8.70094,1933,,,,,,,,,,
LP1154,CH172,Achillea distans,X,X,X,X,X,29/08/2018,46.54982,8.70094,1933,,9.35,7.69,3.54,5.73,1.54,85.74 (44.28),220 (38.52),2.56 (1.10),121 (32)
LP1155,CH173,Achillea erba-rotta moschata,X,,,,,29/08/2018,46.54982,8.70094,1933,,,,,,,,,,
LP1156,CH174,Senecio doronicum,X,,,,,29/08/2018,46.54982,8.70094,1933,,,,,,,,,,
LP1157,CH175,Centaurea nervosa,X,X,X,X,X,29/08/2018,46.54987,8.70095,1939,,74.34,38.47 (32.00),21.73,18.77,6.38,,,,
LP1158,CH176,Pilosella hoppeana,X,X,,,X,29/08/2018,46.54982,8.70094,1933,,,,,,,,,,
LP1159,CH177,Crepis pyrenaica,X,,,,X,29/08/2018,46.54982,8.70094,1933,,,,,,,,,,
LP1160,CH178,Crepis pyrenaica,,X,,,,29/08/2018,46.54935,8.70288,1927,,,,,,,,,,
LP1161,CH179,Hypochaeris uniflora,,X,,,,29/08/2018,46.54935,8.70288,1927,,,,,,,,,,
LP1162,CH180,Leontodon autumnalis,X,X,X,X,X,29/08/2018,46.55413,8.71491,1950,,30.31,18.97,5.77,10.63,4.32,90,114,1.8,5
LP1163,CH181,Leucanthemum praecox,X,,,,X,29/08/2018,46.55413,8.71491,1950,,,,,,,,,,
LP1164,CH182,Pilosella aurantiaca,X,,X,X,,29/08/2018,46.55052,8.7172,1941,,25.45,14.22,5.33,7.38,1.3,46.89,32.25,1.55,8
LP1165,CH183,Senecio alpinus,X,X,,,,29/08/2018,46.5464,8.7136,1948,,,,,,,,,,
LP1166,CH184,Hieracium bupleoroides,X,X,,,X,29/08/2018,46.52447,8.90469,1220,,,,,,,,,,
LP1167,CH185,Senecio abrotanifolius,X,X,X,X,X,29/08/2018,46.53455,8.854,1897,,33.24,16.06,6.71,7.17,2.4,,,,
LP1168,CH186,Artemisia genipi,X,,,,X,29/08/2018,46.53468,8.85178,1838,,,,,,,,,,
LP1169,IT78,Erigeron canadensis,X,X,X,X,X,25/08/2018,45.84601,8.89057,343,,2.09,4.77,1.5,3.96,0.34,140,410,4.25,1862
LP1170,IT79,Solidago gigantea,X,,,,,25/08/2018,45.84617,8.89061,343,,,,,,,,,,
LP1171,IT80,Lactuca serriola hybrid?,X,X,,,X,25/08/2018,45.84595,8.8902,345,,,,,,,,,,
LP1172,IT81,Xanthium orientale italicum,X,X,X,X,X,25/08/2018,45.84595,8.8902,345,,,,,,,40.53,50.96,4.82,23
LP1173,IT82,Bidens frondosa,X,,,,,25/08/2018,45.84595,8.8902,345,,,,,,,,,,
LP1174,IT83,Ambrosia artemisiifolia,X,,X,X,X,25/08/2018,45.84595,8.8902,345,,3.07,2.04,3.07,2.04,0.32,6.16 (400),152 (400),1.88 (5.74),32256
LP1175,IT84,Aster pilosum,X,,X,X,X,25/08/2018,45.8675,8.8588,403,,16.43,6.8,4.67,3.52,0.96,240,390,2.45,153
LP1176,IT85,Inula conyzae,X,X,,,,25/08/2018,45.8591,8.8161,595,,,,,,,,,,
LP1177,IT86,Centaurea jacea gaudinii,X,,X,X,X,25/08/2018,45.86361,8.81643,648,,38.26,23.42,11.43,10.95,2.48,,,,
LP1178,IT87,Aster amellus,X,,,,,25/08/2018,,,,,,,,,,,,,
LP1179,IT88,(empty),,,,,,,,,,,,,,,,,,,
LP1180,IT89,Scorzonera sp,X,X,X,X,X,27/08/2018,46.00542,9.22218,823,,29.67,14.88,4.1,6.16,1.83,190,210,2.34,6
LP1181,IT90,Aster amellus,X,,X,X,X,27/08/2018,46.0054,9.22227,820,,23.66,11.49,6.06,5.06,1.29,110,140,1.86,29
LP1182,IT91,Aster linosyris,X,,,,X,27/08/2018,46.00549,9.22218,823,,,,,,,,,,
LP1183,IT92,Centaurea scabiosa,X,,,,X,27/08/2018,46.0054,9.22227,820,,,,,,,,,,
LP1184,IT93,Xerolekia speciosissima,X,,,,,27/08/2018,46.00719,9.22622,797,,,,,,,,,,
LP1185,IT94,Xerolekia speciosissima,X,,,,X,27/08/2018,46.00716,9.22596,801,,,,,,,,,,
LP1186,IT95,Scorzonera sp,X,,,,,27/08/2018,46.00719,9.22622,797,,,,,,,,,,
LP1187,IT96,Serratula tinctoria,X,X,X,X,X,27/08/2018,46.00695,9.2258,806,,18.38,20.49,4.27,10.7,1.26,32.86,43.31,1.27,6
LP1188,IT97,Centaurea jacea gaudinii,X,X,X,X,X,27/08/2018,46.00659,9.22458,815,,43.95,25.04,10.17,14.51,2.29,,,,
LP1189,IT98,Xerolekia speciosissima,X,X,,,,27/08/2018,,,,,,,,,,,,,
LP1190,IT99,Artemisia annua,X,,X,X,,20/09/2018,45.70928,11.61751,75,"Cantiere, svincolo per Mason (loc Cantarana)",2.15,1.1,2.15,0.64,0.12,420,200,3.18,7965
LP1191,IT100a,Leontopodium nivale alpinum,X,,X,X,X,20/09/2018,45.789965,11.176471,1987,,4.8,6.16,3.65,4.75,0.49,29.87,8.52,0.87,5
LP1192,IT100b,Leontopodium nivale alpinum,,X,,,,20/09/2018,45.789058,11.176642,1950,,,,,,,,,,
LP1193,IT101,Senecio abrotanifolius,X,,,,X,20/09/2018,45.787387,11.181961,1916,,,,,,,,,,
LP1194,IT102,Achillea clavenae,X,X,,,,20/09/2018,45.785539,11.185029,1876,,,,,,,,,,
LP1195,IT103,Crepis kerneri,X,,X,X,X,20/09/2018,45.783988,11.198235,1687,,34.48,21.52,10.35,10.89,1.63,,,,1
LP1196,IT104,Senecio squalidus rupestre,X,X,X,X,X,20/09/2018,45.789169,11.216984,1400,,33.66,12.83,4.39,6.78,0.94,93,85,1.82,9
,MB 2,Centaurea jacea,x,,x,x,x,15.6.2018,45.84512,14.26522,422,Planinsko polje,39.2,24.01,12.05,13.51,12.05 (13.51),/,/,/,/
,MB3,Cirsium erisithales,x,x,,x,x,16.6.2018,46.09419,13.8997,236,Stopnik,36.41,35.05,12.89,14.24,12.89 (14.24),34,77,9.85,16
,MB 5,Aster bellidiastrum,x,,x,x,x,16.6.2018,46.433,13.74313,1619,Vršič pass,24.01,11.01,10.96,5.67,10.96 (5.67),/,/,/,/
,MB 7,Erigeron glabratus,x,,x,x,x,17.6.2018,45.5876,14.44789,1744,Mt. Snežnik,19.42,11.29,12.01,7.51,12.01 (7.51),/,/,/,/
,MB 8,Hieracium villosum,x,,x,x,x,17.6.2018,45.55375,14.44856,1714,Mt. Snežnik,36.91,17.51,22.55,11.33,22.55 (11.33),/,/,/,/
,MB 9,Hieracium murorum,x,,x,x,x,17.6.2019,45.55375,14.44856,1714,Mt. Snežnik,34.48,19.66,18,11.79,18 (11.79),9.5,9.5,3.18,3
,MB 10,Doronicum austriacum,x,,x,x,x,17.6.2020,45.55375,14.44856,1714,Mt. Snežnik,52.71,14.8,29.75,8.61,29.75 (8.61),6.5,22.5,6.21,7
,MB 11,Centaurea triumfettii,x,,x,x,x,17.6.2021,45.55375,14.44856,1714,Mt. Snežnik,51.59,33.02,9.59,15.03,9.59 (15.03),/,/,/,/
,MB 12,Cicerbita alpina,x,,x,x,x,17.6.2022,45.55375,14.44856,1714,Mt. Snežnik,24.13,19.02,14.23,10.1,14.23 (10.1),7,22,8.03,70
,MB 13,Achillea clavenae,x,,x,x,x,17.6.2022,45.55375,14.44856,1714,Mt. Snežnik,12.59,8.48,3.72,6.93,3.72 (6.93),5,3,2.28,16
,MB 15,Hypochoeris illyrica,x,,x,x,x,21.6.2018,44.333,15.5552,1493,"Croatia, Velebit, Mt. Sveto Brdo",59.49,28.45,26.62,16.31,26.62 (16.31),/,/,/,/
,MB 16,?,x,,,x,x,21.6.2018,44.333,15.5552,1493,"Croatia, Velebit, Mt. Sveto Brdo",38.5,24.77,17.1,12.58,17.1 (12.58),/,/,/,/
,MB 18,Senecio doronicum,x,,,,x (Peter),21.6.2018,44.333,15.5552,1493,"Croatia, Velebit, Mt. Sveto Brdo",/,/,/,/,/ (/),/,/,/,/
,MB 19,Centaurea scabiosa subsp. fritschii,x,x,x,x,x,24.6.2018,45.881045,14.206622,508,Grčarevec,54.22,32.72,14.53,19.04,14.53 (19.04),38,58,5.4,7
,MB 20,Cirsium pannonicum,x,,x,x,x,24.6.2018,45.570057,14.319902,1029,Ilirska Bistrica - Sviščaki,37.25,30.77,14.64,17.23,14.64 (17.23),12,23,4.79,3
,MB 21,Cirsium sp. (hybrid),x,,x,x,x,24.6.2018,45.570057,14.319902,1029,Ilirska Bistrica - Sviščaki,31.39,31.58,16.83,16.83,16.83 (16.83),10,22,4.4,4
,MB 22,Jurinea mollis,x,x,x,x,x,24.6.2018,45.46239,13.983951,648,Rakitovec - Mt. Kavčič,38.57,35.2,26.13,24.85,26.13 (24.85),/,/,/,/
,MB 23,Centaurea rupestris,x,,x,x,x,24.6.2018,45.46239,13.983951,648,Rakitovec - Mt. Kavčič,35.84,37.75,14.61,22.28,14.61 (22.28),8,21.5,3.95,4
,MB 24,Jurinea mollis,x,,x,x,,28.6.2018,45.47139,13.96158,529,Rakitovec,51.58,41.88,32.32,26.32,32.32 (26.32),/,/,/,/
,MB 25,Serratula lycopifolia,x,x,,,,29.6.2018,45.48041,13.94476,487,Rakitovec/Podpeč ?,/,/,/,/,/ (/),/,/,/,/
,MB 26,Senecio squalidus,x,,x,x,x,29.6.2018,45.48041,13.94476,487,Rakitovec,23.09,10.87,6.23,6.31,6.23 (6.31),10.26,9.5,2.66,16
,MB 27,Inula sipreifolia,x,,x,x,x,29.6.2018,45.47878,13.94803,498,Rakitovec,25.72,12.87,23.61,8.45,23.61 (8.45),11,15.7,2.86,9
,MB 28,Inula ensifolia,x,,x,x,x,29.6.2018,45.47815,13.95149,529,Rakitovec,29.69,15.1,15.82,9.97,15.82 (9.97),/,/,/,/
,MB 29,Hypochoeris maculata,x,,x,x,x,2.7.2018,45.47086,13.98893,799,"Istrska vrata, Kavčič",52.43,30.29,34,17.86,34 (17.86),19,39,6.31,3
,MB 30,Centaurea rupestris,x,,,,x (Peter),2.7.2018,45.47086,13.98893,799,"Istrska vrata, Kavčič",/,/,/,/,/ (/),/,/,/,/
,MB 31,Carthamus lanatus,x,,x,x,x,2.7.2018,45.50266,13.93114,389,Zazid,"22,27(61,47)",41.78,61.47,33.7,61.47 (33.7),17,13,2.51,3
,MB 32,Serratula lycopifolia,x,,x,x,x,5.7.2018,45.46091,13.02031,930,Žbevnica,48.07,43.45,26.99,16.09,26.99 (16.09),/,/,/,/
,MB 33,Centaurea rupestris,x,,,x,x,2.7.2018,45.45724,13.02763,930,Žbevnica,/,/,/,/,/ (/),/,/,/,/
,MB 34,Centaurea rupestris,x,,,x,x,2.7.2018,45.45724,13.02763,930,Žbevnica,/,/,/,/,/ (/),/,/,/,/
,MB 35,Centaurea rupestris,x,,,x,x,2.7.2018,45.45724,13.02763,930,Žbevnica,/,/,/,/,/ (/),/,/,/,/
,MB 36,Scorzonera villosa,,x,,,,29.6.2018,45.48041,13.94476,487,Rakitovec,/,/,/,/,/ (/),/,/,/,/
,MB 37,Senecio doronicum,x,,,,x,2.7.2018,45.47086,13.98893,799,"Istrska vrata, Kavčič",/,/,/,/,/ (/),/,/,/,/
,MB 38,Senecio doronicum,x,,,,x,5.7.2018,45.45722,13.02465,939,Žbevnica,/,/,/,/,/ (/),/,/,/,/
,MB 39 (MB 90),Cirsium arvense,x,,x,x,x,10.7.2018,45.880452,14.208382,509,Grčarevec,28.49,23.95,7.38,12.04,7.38 (12.04),14,39,6.11,24
,MB 40,Hieracium pilosella,x,,x,x,x,08/07/2018,46.43362,14.29131,1523,Korošica,19.23,10.94,9,5.62,9 (5.62),/,/,/,/
,MB 41,Aposeris foetida,x,,x,x,x,08/07/2018,46.43362,14.29131,1524,Korošica,30.24,11.92,16.03,5.61,16.03 (5.61),/,/,/,/
,MB 42,Doronicum austriacum,x,,x,x,x,08/07/2018,46.43362,14.29131,1525,Korošica,42.6,9.77,19.81,5.37,19.81 (5.37),17,27.5,/,8(9)
,MB 43,Scolymus hispanicum,(only silica),,x,x,x,17/07/2018,45.526706,13.621507,9,Strunjan,39.48,35.2,10.08,19.7,10.08 (19.7),11,46,7.77,26
,MB 44,Crepis aurea,x,,x,x,x,08/07/2018,46.433135,14.290658,1504,Korošica,39.37,19.83,13.18,10.35,13.18 (10.35),/,/,/,/
,MB 45,Homogyne sylvestris,x,x,x,x,x,08/07/2018,46.42847,14.28365,1146,Korošica,17.81,23.78,6.59,12.44,6.59 (12.44),/,/,/,/
,MB 46,Gnaphalium sylvatica,x,,x,x,x,08/07/2018,46.433135,14.290658,1504,Korošica,"1,04 (2,18),5,96",5.96,2.18,5.96,2.18 (5.96),2,5.5,1.89,16
,MB 47,Arnica montana,x,,x,x,x,08/07/2018,46.43203,14.29266,1454,Korošica,55.63,19.37,16.3,11.65,16.3 (11.65),11,30,5.15,3
,MB 48,Serratula tinctoria subsp. tinctoria,x,,x,x,x,10/07/2018,45.845803,14.265984,423,Planinsko polje,26.43,18.19,12.7,11.17,12.7 (11.17),4.4,8,2.42,4
,MB 49,Cirsium waldsteinii x erisithales,x,x (Oriane),x,x,x,11/07/2018,45.557028,14.45056,1253,Snežnik,31.55,33.89,19.79,21.14,19.79 (21.14),8.5,12.5,6.23,3
,MB 50,Cirsium erisithales,x,x (Oriane),x,x,x,11/07/2018,45.557028,14.45056,1253,Snežnik,40.46,33.87,24.3,19.66,24.3 (19.66),37,10,6.85,6
,MB 51,Adenostyles alliariae,x,x (Oriane),x,x,x,11/07/2018,45.557028,14.45056,1253,Snežnik,9.95,16.96,2.33,6.72,2.33 (6.72),29,20,6.56,691
,MB 52,Senecio ovatus,x,,x,x,x,11/07/2018,45.52553,14.43786,1286,Snežnik,31.83,16.46,3.22,7.32,3.22 (7.32),15,17,3.43,37
,MB 53,Adenostyles glabra,x,,x,x,x,11/07/2018,45.557028,14.45056,1253,Snežnik,11.04,16.51,1.42,4.79,1.42 (4.79),9.5,8,3.45,364
,MB 54,Cirsium waldsteinii,x,x (Oriane??),x,x,x,11.07.2018 & 20.7.2018,45.557028,14.45056,1253,Snežnik - Velika Padežnica,40.92,44.12,25.98,22.7,25.98 (22.7),9,8.5,4.65,4
,MB 55,Doronicum austriacum,x,x (Oriane??),? Oriane? :),x,x,11.07.2018 & 20.7.2018,45.557028,14.45056,1253,Snežnik - Velika Padežnica,48.2,15.42,21.41,5.38,21.41 (5.38),7,15,2.9,3
,MB 56,Telekia speciosa,x,x,(Oriane),x,x,11.07.2018 & 20.7.2018,45.57922,14.40081,1220,"Snežnik, Sviščaki",70.58,19.75,45.65,8.51,45.65 (8.51),23,55,13.56,8
,MB 57,Inula helenium,x,,x,x,x,11/07/2018,45.545553,14.284932,424,"Ilirska Bistrica, Vrbnica",92.15,30.35,44.7,17.36,44.7 (17.36),21,76,15.53,27
,MB 58,Tragopogon pratensis subsp. orientalis,x,x,x,x,x,13/07/2018,45.842093,14.254301,456,Planinsko polje,54.26,20.09,50.22,19.81,50.22 (19.81),19,45,5.58,3
,MB 59,Senecio abortanifolius,x,,x,x,x,13/07/2018,46.440006,13.748377,1526,Before the Vršič pass,47.16,15.16,8.22,6.74,8.22 (6.74),8,11,3.17,4
,MB 61,?,,,x,x,x,13/07/2018,46.436415,13.74528,1601,Vršič pass,41.43,19.18,17.25,13.29,17.25 (13.29),8.2,5.9,2.26,2
,MB 62,?,,,x,x,x,13/07/2018,46.436415,13.74528,1601,Vršič pass,45.87,21.38,17.97,12.09,17.97 (12.09),/,/,/,/
,MB 64,Centaurea dichroantha,x,,x,x,,13/07/2018,46.398803,13.745518,752,Juliana Botanical garden,37.92,38,24.97,21.93,24.97 (21.93),12,34,5.92,4
,MB 65,Centaurea alpina,x,,,x,,13/07/2018,46.398803,13.745518,752,Juliana Botanical garden,54.26,47.93,14.2,21.61,14.2 (21.61),/,/,/,/
,MB 66,Centaurea dichroantha,x,,,x,,13/07/2018,46.398803,13.745518,752,Juliana Botanical garden,53.96,63.4,19.36,20.77,19.36 (20.77),50,34,5.84,5
,MB 67,Centaurea haynaldi subsp. Julica,x,,x,x,,13/07/2018,46.398803,13.745518,752,Juliana Botanical garden,28.86,23.42,15.41,13.52,15.41 (13.52),/,/,/,/
,MB 69,Centaurea dichroantha,x,,x,x,,13/07/2018,46.398803,13.745518,752,Juliana Botanical garden,59.19,35.17,16.78,19.03,16.78 (19.03),25,45,4.6,4
,MB 70,Centaurea dichroantha,x,,x,x,x,13/07/2018,46.372866,13.735432,580,Trenta,41.13,34.18,18.69,20.12,18.69 (20.12),18,36,4.93,4
,MB 71,Cardus defloratus subsp. crassifolius,x,,x,x,x,13/07/2018,46.407665,13.750677,1102,Alongside road Vršič - Trenta,34.01,32.41,17.23,15.51,17.23 (15.51),29,53,9.21,10
,MB 72,Aster alpinum,x,,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",36,18.02,13.1,8.14,13.1 (8.14),/,/,/,/
,MB 73,Leucanthemum  sp.,x,,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",52.4,14.67,20.97,4.26,20.97 (4.26),/,/,/,/
,MB 74 or OH508,Antenaria dioica - male,x,x,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",,,,, (),Oriane,,,
,MB 74 or OH508,Antenaria dioica - female,x,x,x,x,x,,,,,,,,,, (),,,,
,MB 75,Hieracium sp.,x,,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",45.2,18.32,18.47,11.52,18.47 (11.52),/,/,/,/
,MB 76,Leontodon sp.,x,,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",33.07,20.91,16.51,12.62,16.51 (12.62),/,/,/,/
,MB 77,Hieracium valdepillosum,x,,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",37.28,23.49,16.89,13.39,16.89 (13.39),/,/,/,/
,MB 78,Hieracium alpinum,x,x,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",39.2,25.27,16.52,14.53,16.52 (14.53),/,/,/,/
,MB 79,Scorzonera aristata,x,x,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",65.12,28.66,31.29,21.96,31.29 (21.96),/,/,/,/
,MB 80,Saussurea pygmaea,x,,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",35.29,33.66,17.01,17.23,17.01 (17.23),/,/,/,/
,MB 81,Solidago virgaurea subsp. minuta,x,,x,x,x,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",14.4,9.07,6.59,6.47,6.59 (6.47),2.649,4.641,2.14,8
,MB 82,Leontodon helveticus,x,,x,x,x,22/07/2018,46.446079,13.647463,2108,"Mt. Mangart, saddle",26.1,18.2,10.55,9.54,10.55 (9.54),/,/,/,/
,MB 83,Doronicum grandifolorum,x,,x,x,x,22/07/2018,46.437126,13.64375,1985,Mt. Mangart,75.37,17.32,40.41,8.45,40.41 (8.45),/,/,/,/
,MB 84,Gnaphalium hoppeanum,x,,x,x,x,23/07/2018,46.446079,13.647463,2109,"Mt. Mangart, saddle",,,,, (),Oriane,,,
,MB 85 or OH 505,Lentopodium alpinum,x,,x,,,22/07/2018,46.435165,13.642987,2036,"Mt. Mangart, Jarečica",5.46,7.23,5.22,4.38,5.22 (4.38),33.19,11.16,1.59,6
,MB 86 or OH 502,Homogyne discolor,x,,x,,,22/07/2018,46.446079,13.647463,2108,"Mt. Mangart, saddle",,,,, (),Oriane,,,
,MB 87,Achillea atrata,x,,x,x,x,22/07/2018,46.446079,13.647463,2108,"Mt. Mangart, saddle",18.64,7.27,7.54,5.7,7.54 (5.7),2.831,1.843,2.74,4
,MB 88 or OH 509,Cirsium spinosissium,x,x,x,,,22/07/2018,46.446079,13.647463,2108,"Mt. Mangart, saddle",,,,, (),Oriane ?,,,
,OH 503,Solidago virgaurea  subsp. virgaurea,x,,x,x,x,25/07/2018,46.43529,13.6269,1600,"Mt. Mangart, alongside road",18.6,13.42,5.34,8.17,5.34 (8.17),6.965,16.45,14.16,72
,MB 90 (MB 39),Cirsium arvense,,x,,,,26/07/2018,45.880452,14.208382,509,Grčarevec,/,/,/,/,/ (/),/,/,/,/
,MB 91,Cirsium vulgare,x,x,x,x,x,26/07/2018,45.880452,14.208382,509,Grčarevec,45.24,49.83,32.3,29.97,32.3 (29.97),12,16,4.9,14
,MB 92,Helichrysum italicum,,x,x,x,,26/07/2018,45.880452,14.208382,509,"Grčarevec - garden (originally from Croatia, Premantura)",3.63,5.18,2.09,3.91,2.09 (3.91),2.88,1.716,1.29,73
,MB 93,Cirsium oleraceum,x,x,x,x,x,31/07/2018,46.494213,13.734212,846,"Kranjska Gora, Zelenci spring",38.75,37.42,17.13,15.61,17.13 (15.61),6.6,15.5,5.63,5
,MB 94,Pulicaria dysenterica,x,x,x,x,x,12/08/2018,46.526706,13.621507,9,Strunjan,16.69,7.47,9.45,4.98,9.45 (4.98),16.09,22.72,1.43,13
,MB 95,Senecio doria,x,x,x,x,x,14/08/2018,46.01514,15.46069,223,"Krško, Senovo",23.32,14.99,5.57,7.38,5.57 (7.38),26,70,12.4,168
,MB 96,Carlina acaulis,x,x,x,x,x,15/08/2018,46.25217,13.83836,1661,Mt. Vogel (chair lift Orlova glava),85.9,46.21,245,46.21,245 (46.21),/,/,/,/
,MB 97,Bupthalmum salicifolium,x,x,x,x,x,15/08/2018,46.24269,13.83591,1706,Mt. Vogel ,55.9,13.14,23.56,6.48,23.56 (6.48),/,/,/,/
,MB 98,Leucanthemus sp.,x,x,x,x,x,15/08/2018,46.24502,13.83797,1706,Mt. Vogel ,67.6,13.09,22.77,6.33,22.77 (6.33),/,/,/,/
,MB 99,Centaurea jacea,x,x,x,x,x,15/08/2018,46.26036,13.83811,1706,Mt. Vogel ,40.41,23.28,12.01,13.41,12.01 (13.41),11.1,19,1.81,9
,MB 100,Senecio rupestris ?,,x,,,,15/08/2018,46.26036,13.83811,1706,Mt. Vogel ,/,/,/,/,/ (/),/,/,/,/
,MB 101,Solidago canadensis,x,,x,x,x,15/08/2018,46303,14.047056,525,Alongside road Bohinj - Bled,4.12,4.83,1.72,2.95,1.72 (2.95),27,29,4.24,4541
,MB 102,Solidago gigantea,x,,x,x,x,15/08/2018,46.268501,13.898558,509,Alongside road Bohinj - Bled,6.15,5.78,2.44,3.64,2.44 (3.64),15,30.5,4.91,754
,MB 103,Cirsium carniolicum,,x,,x,,31/07/2018,46.429614,14.243831,1284,"Karavanke, Zelenica",/,/,/,/,/ (/),/,/,/,/
,MB 105,Carduus collinus,,x,x,x,x,24/08/2018,45.480173,14.049305,653,"Croatia, Vodice",32.07,24.69,11.69,11.08,11.69 (11.08),22,56,5.82,7
,MB 106,Centaurea jacea,,x,x,x,x,24/08/2018,45.480173,14.049305,653,"Croatia, Vodice",27.04,20.02,9.86,18.81,9.86 (18.81),23,27,1.9,5
